CONTINENT,REGION,WHO_REGION,ADMIN0,ADMIN0ID,ADMIN0_FIP,ADMIN0ISO2,ADMIN0ISO3,ADMIN1,ADMIN1ID,ADMIN2,ADMIN2ID,Alt_ADMIN2,ADMIN3,ADMIN3ID,IUs_ADM,IUs_NAME,IU_ID,IU_CODE,Year,PopTot,PopPreSAC,PopSAC,PopAdult,Endemicity,PopReq,PopTrg,PopTreat,Cov,Cum_MDA,MDA,EffMDA,MDA_n,EffMDA_n,EpiCov,EpiMDA,EpiEffMDA,EpiMDA_n,EpiEffMDA_n,MDA_scheme,Endemicity_ID,LF_MDA_left,Oncho_Endemicity,Loa_Endemicity,STH_Endemicity,SCH_Endemicity,MDA_strategy,Drugs,Adjusted_Round1,Adjusted_Round2
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Equateur,24759,Makanza,0,,Makanza,13942,ADM3,Makanza,13942,COD2475913942,2020,136035,25847,47612,62576,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,0,Unknown (consider Oncho Elimination Mapping),Meso-endemic,Moderate prevalence (20%-49%),Non-endemic,T3,ALB-MBD,,T3
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Sud-Ubangi,24762,Libenge,0,,Mawuya,13943,ADM3,Mawuya,13943,COD2476213943,2020,168682,26989,60928,80765,Endemic (under MDA),168682,141693,139267,98.29,6,1,1,4,4,82.56,1,1,4,4,ALBx2,2,1,Unknown (consider Oncho Elimination Mapping),Meso-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 4 / T2,ALBx2 / PZQ,MDA 4,T2
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Equateur,24759,Mbandaka,0,,Mbandaka,13944,ADM3,Mbandaka,13944,COD2475913944,2020,205385,39023,71885,94477,Endemic (MDA not delivered),205385,0,0,0,5,0,0,3,3,0,0,0,3,3,Not delivered,1,2,Unknown (consider Oncho Elimination Mapping),Hypo-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),MDA 4 / T2,ALBx2 / PZQ,MDA 4,T2
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Sud-Ubangi,24762,Budjala,0,,Mbaya,13945,ADM3,Mbaya,13945,COD2476213945,2020,78335,14884,27417,36034,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,0,Endemic (MDA not delivered),Hyper-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Nord-Ubangi,24761,Mobayi-Mbongo,0,,Mobayi Mbongo,13946,ADM3,Mobayi Mbongo,13946,COD2476113946,2020,154341,29325,54019,70997,Endemic (MDA not delivered),154341,0,0,0,5,0,0,3,3,0,0,0,3,3,Not delivered,1,2,Endemic (MDA not delivered),Hyper-endemic,High prevalence (50% and above),Moderate prevalence (10%-49%),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Tshuapa,24763,Befale,0,,Mompono,13947,ADM3,Mompono,13947,COD2476313947,2020,156212,29680,54674,71858,Endemic (MDA not delivered),156212,0,0,0,5,0,0,3,3,0,0,0,3,3,Not delivered,1,2,Endemic (MDA not delivered),Meso-endemic,Moderate prevalence (20%-49%),Non-endemic,MDA 1,ALB+IVM,MDA 1,
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Tshuapa,24763,Ikela,0,,Mondombe,13948,ADM3,Mondombe,13948,COD2476313948,2020,113058,21481,39570,52007,Endemic (MDA not delivered),113058,0,0,0,5,0,0,3,3,0,0,0,3,3,Not delivered,1,2,Endemic (MDA not delivered),Hypo-endemic,Moderate prevalence (20%-49%),Non-endemic,MDA 1,ALB+IVM,MDA 1,
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Mongala,24760,Bongandanga,0,,Boso Mondanda,13949,ADM3,Boso Mondanda,13949,COD2476013949,2020,190771,36246,66770,87755,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,0,Endemic (MDA not delivered),Hypo-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Equateur,24759,Bolomba,0,,Monieka,13950,ADM3,Monieka,13950,COD2475913950,2020,92966,17664,32538,42764,Endemic (MDA not delivered),92966,0,0,0,5,0,0,3,3,0,0,0,3,3,Not delivered,1,2,Endemic (MDA not delivered),Hypo-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Tshuapa,24763,Monkoto,0,,Monkoto,13951,ADM3,Monkoto,13951,COD2476313951,2020,144797,27511,50679,66607,Endemic (MDA not delivered),144797,0,0,0,5,0,0,3,3,0,0,0,3,3,Not delivered,1,2,Endemic (MDA not delivered),Hypo-endemic,High prevalence (50% and above),Non-endemic,MDA 1 / T3,ALB+IVM / ALB-MBD,MDA 1,T3
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Sud-Ubangi,24762,Budjala,0,,Ndage,13952,ADM3,Ndage,13952,COD2476213952,2020,164807,31313,57682,75811,Endemic (MDA not delivered),164807,0,0,0,5,0,0,3,3,0,0,0,3,3,Not delivered,1,2,Endemic (MDA not delivered),Meso-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Equateur,24759,Bikoro,0,,Ntondo,13953,ADM3,Ntondo,13953,COD2475913953,2020,79516,15108,27831,36577,Endemic (MDA not delivered),79516,0,0,0,5,0,0,3,3,0,0,0,3,3,Not delivered,1,2,Unknown (consider Oncho Elimination Mapping),Hypo-endemic,High prevalence (50% and above),Moderate prevalence (10%-49%),MDA 4 / T1,ALBx2 / PZQ+ALB-MBD,MDA 4,T1
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Mongala,24760,Bongandanga,0,,Pimu,13954,ADM3,Pimu,13954,COD2476013954,2020,296339,56304,103719,136316,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,0,Endemic (MDA not delivered),Meso-endemic,Low prevalence (less than 20%),Non-endemic,MDA 3,IVM,MDA 3,
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Sud-Ubangi,24762,Gemena,0,,Tandala,13955,ADM3,Tandala,13955,COD2476213955,2020,312093,49935,112728,149430,Endemic (under MDA),312093,262158,261133,99.61,6,1,1,4,4,83.67,1,1,4,3,ALBx2,2,1,Unknown (consider Oncho Elimination Mapping),Hyper-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),MDA 4 / T2,ALBx2 / PZQ,MDA 4,T2
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Tshuapa,24763,Befale,0,,Befale,13956,ADM3,Befale,13956,COD2476313956,2020,114438,21743,40053,52641,Endemic (MDA not delivered),114438,0,0,0,5,0,0,3,3,0,0,0,3,3,Not delivered,1,2,Endemic (MDA not delivered),Hypo-endemic,High prevalence (50% and above),Non-endemic,MDA 1 / T3,ALB+IVM / ALB-MBD,MDA 1,T3
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Equateur,24759,Mbandaka,0,,Wangata,13957,ADM3,Wangata,13957,COD2475913957,2020,192900,36651,67515,88734,Endemic (MDA not delivered),192900,0,0,0,5,0,0,3,3,0,0,0,3,3,Not delivered,1,2,Endemic (MDA not delivered),Hypo-endemic,High prevalence (50% and above),Low prevalence (less than 10%),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Nord-Ubangi,24761,Yakoma,0,,Wasolo,13958,ADM3,Wasolo,13958,COD2476113958,2020,85941,16329,30079,39533,Endemic (MDA not delivered),85941,0,0,0,5,0,0,3,3,0,0,0,3,3,Not delivered,1,2,Endemic (MDA not delivered),Meso-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Tshuapa,24763,Boende,0,,Wema,13959,ADM3,Wema,13959,COD2476313959,2020,125430,23832,43901,57698,Endemic (MDA not delivered),125430,0,0,0,5,0,0,3,3,0,0,0,3,3,Not delivered,1,2,Endemic (MDA not delivered),Meso-endemic,High prevalence (50% and above),Non-endemic,MDA 1 / T3,ALB+IVM / ALB-MBD,MDA 1,T3
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Nord-Ubangi,24761,Yakoma,0,,Yakoma,13960,ADM3,Yakoma,13960,COD2476113960,2020,119981,22796,41993,55191,Endemic (MDA not delivered),119981,0,0,0,5,0,0,3,3,0,0,0,3,3,Not delivered,1,2,Endemic (MDA not delivered),Meso-endemic,High prevalence (50% and above),Low prevalence (less than 10%),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Tshuapa,24763,Bokungu,0,,Yalifafo,13961,ADM3,Yalifafo,13961,COD2476313961,2020,191197,36327,66919,87951,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,0,Endemic (MDA not delivered),Meso-endemic,Moderate prevalence (20%-49%),Non-endemic,MDA 1,ALB+IVM,MDA 1,
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Mongala,24760,Bumba,0,,Yamaluka,13962,ADM3,Yamaluka,13962,COD2476013962,2020,158183,30055,55364,72764,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,0,Unknown (consider Oncho Elimination Mapping),Hyper-endemic,Moderate prevalence (20%-49%),Non-endemic,T3,ALB-MBD,,T3
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Mongala,24760,Bumba,0,,Yambuku,13963,ADM3,Yambuku,13963,COD2476013963,2020,333548,63374,116742,153432,Endemic (MDA not delivered),333548,0,0,0,5,0,0,3,3,0,0,0,3,3,Not delivered,1,2,Unknown (under LF MDA),Hyper-endemic,Low prevalence (less than 20%),Non-endemic,MDA 4,ALBx2,MDA 4,
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Mongala,24760,Bumba,0,,Yamongili,13964,ADM3,Yamongili,13964,COD2476013964,2020,88117,16742,30841,40534,Endemic (MDA not delivered),88117,0,0,0,5,0,0,3,3,0,0,0,3,3,Not delivered,1,2,Endemic (MDA not delivered),Hyper-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Sud-Ubangi,24762,Zongo,0,,Zongo,13965,ADM3,Zongo,13965,COD2476213965,2020,89259,16959,31241,41059,Endemic (MDA not delivered),89259,0,0,0,5,0,0,3,3,0,0,0,3,3,Not delivered,1,2,Endemic (MDA not delivered),Hyper-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Equateur,24759,Bomongo,0,,Lilanga Bobangi,13966,ADM3,Lilanga Bobangi,13966,COD2475913966,2020,97177,18464,34012,44701,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,0,Unknown (consider Oncho Elimination Mapping),Hypo-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),T1,PZQ+ALB-MBD,,T1
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Nord-Ubangi,24761,Yakoma,0,,Wapinda,13967,ADM3,Wapinda,13967,COD2476113967,2020,85175,16183,29811,39181,Endemic (MDA not delivered),85175,0,0,0,5,0,0,3,3,0,0,0,3,3,Not delivered,1,2,Endemic (MDA not delivered),Hyper-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Kasai,24764,Ilebo,0,,Banga Lubaka,13968,ADM3,Banga Lubaka,13968,COD2476413968,2020,323818,61525,113336,148956,Endemic (MDA not delivered),323818,0,0,0,9,0,0,6,6,0,0,0,6,6,Not delivered,1,0,Endemic (MDA not delivered),Hypo-endemic,High prevalence (50% and above),Non-endemic,MDA 1 / T3,ALB+IVM / ALB-MBD,MDA 1,T3
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Kasai-Central,24765,Demba,0,,Bena Leka,13969,ADM3,Bena Leka,13969,COD2476513969,2020,331002,62890,115851,152261,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,0,Endemic (MDA not delivered),Hypo-endemic,High prevalence (50% and above),Non-endemic,MDA 1 / T3,ALB+IVM / ALB-MBD,MDA 1,T3
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Kasai-Central,24765,Kazumba,0,,Bilomba,13970,ADM3,Bilomba,13970,COD2476513970,2020,109691,20841,38392,50458,Endemic (MDA not delivered),109691,0,0,0,9,0,0,6,6,0,0,0,6,6,Not delivered,1,0,Endemic (MDA not delivered),Hypo-endemic,Moderate prevalence (20%-49%),Non-endemic,MDA 1,ALB+IVM,MDA 1,
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Kasai-Central,24765,Kananga,0,,Bobozo,13971,ADM3,Bobozo,13971,COD2476513971,2020,56786,10789,19875,26122,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,0,Endemic (MDA not delivered),Hypo-endemic,Moderate prevalence (20%-49%),Non-endemic,MDA 1,ALB+IVM,MDA 1,
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Kasai,24764,Mweka,0,,Bulape,13972,ADM3,Bulape,13972,COD2476413972,2020,204857,38923,71700,94234,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,0,Endemic (MDA not delivered),Hypo-endemic,Moderate prevalence (20%-49%),Non-endemic,MDA 1,ALB+IVM,MDA 1,
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Kasai,24764,Dekese,0,,Dekese,13973,ADM3,Dekese,13973,COD2476413973,2020,224947,42740,78731,103476,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,0,Endemic (MDA not delivered),Hypo-endemic,High prevalence (50% and above),Non-endemic,MDA 1 / T3,ALB+IVM / ALB-MBD,MDA 1,T3
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Kasai-Central,24765,Demba,0,,Demba,13974,ADM3,Demba,13974,COD2476513974,2020,398320,75681,139412,183227,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,0,Endemic (MDA not delivered),Hypo-endemic,Moderate prevalence (20%-49%),Non-endemic,MDA 1,ALB+IVM,MDA 1,
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Kasai-Central,24765,Dibaya,0,,Dibaya,13975,ADM3,Dibaya,13975,COD2476513975,2020,216908,41213,75918,99778,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,0,Endemic (MDA not delivered),Non-endemic,Moderate prevalence (20%-49%),Non-endemic,MDA 1,ALB+IVM,MDA 1,
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Kasai,24764,Ilebo,0,,Ilebo,13976,ADM3,Ilebo,13976,COD2476413976,2020,222068,42193,77724,102151,Endemic (MDA not delivered),222068,0,0,0,9,0,0,6,6,0,0,0,6,6,Not delivered,1,0,Endemic (MDA not delivered),Unknown,Moderate prevalence (20%-49%),Non-endemic,MDA 1,ALB+IVM,MDA 1,
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Kasai,24764,Mweka,0,,Kakenge,13977,ADM3,Kakenge,13977,COD2476413977,2020,207860,39493,72751,95616,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,0,Endemic (MDA not delivered),Hypo-endemic,Moderate prevalence (20%-49%),Non-endemic,MDA 1,ALB+IVM,MDA 1,
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Kasai,24764,Kamonia,0,,Kalonda Ouest,13978,ADM3,Kalonda Ouest,13978,COD2476413978,2020,492285,93534,172300,226451,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,0,Endemic (MDA not delivered),Hypo-endemic,Low prevalence (less than 20%),Non-endemic,MDA 3,IVM,MDA 3,
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Kasai,24764,Kamonia,0,,Kamwesha,13979,ADM3,Kamwesha,13979,COD2476413979,2020,532921,101255,186522,245144,Endemic (MDA not delivered),532921,0,0,0,9,0,0,6,6,0,0,0,6,6,Not delivered,1,0,Endemic (MDA not delivered),Hypo-endemic,Low prevalence (less than 20%),Non-endemic,MDA 3,IVM,MDA 3,
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Kasai-Central,24765,Kananga,0,,Kananga,13980,ADM3,Kananga,13980,COD2476513980,2020,367861,69894,128751,169216,Endemic (MDA not delivered),367861,0,0,0,9,0,0,6,6,0,0,0,6,6,Not delivered,1,0,Endemic (MDA not delivered),Hypo-endemic,Moderate prevalence (20%-49%),Non-endemic,MDA 1,ALB+IVM,MDA 1,
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Kasai,24764,Kamonia,0,,Kanzala,13981,ADM3,Kanzala,13981,COD2476413981,2020,390190,74136,136567,179487,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,0,Endemic (MDA not delivered),Hypo-endemic,Low prevalence (less than 20%),Non-endemic,MDA 3,IVM,MDA 3,
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Kasai-Central,24765,Dimbelenge,0,,Bena Tshiadi,13982,ADM3,Bena Tshiadi,13982,COD2476513982,2020,134078,25475,46927,61676,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,0,Endemic (MDA not delivered),Hypo-endemic,High prevalence (50% and above),Non-endemic,MDA 1 / T3,ALB+IVM / ALB-MBD,MDA 1,T3
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Kasai-Central,24765,Dimbelenge,0,,Katende,13983,ADM3,Katende,13983,COD2476513983,2020,108959,20702,38136,50121,Endemic (MDA not delivered),108959,0,0,0,9,0,0,6,6,0,0,0,6,6,Not delivered,1,0,Endemic (MDA not delivered),Hypo-endemic,High prevalence (50% and above),Non-endemic,MDA 1 / T3,ALB+IVM / ALB-MBD,MDA 1,T3
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Kasai-Central,24765,Kananga,0,,Katoka,13984,ADM3,Katoka,13984,COD2476513984,2020,151957,28872,53185,69900,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,0,Endemic (MDA not delivered),Hypo-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Kasai,24764,Kamonia,0,,Kitangwa,13985,ADM3,Kitangwa,13985,COD2476413985,2020,323818,61525,113336,148956,Endemic (MDA not delivered),323818,0,0,0,9,0,0,6,6,0,0,0,6,6,Not delivered,1,0,Endemic (MDA not delivered),Hypo-endemic,Low prevalence (less than 20%),Non-endemic,MDA 3,IVM,MDA 3,
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Kasai-Central,24765,Luiza,0,,Luambo,13986,ADM3,Luambo,13986,COD2476513986,2020,305128,57974,106795,140359,Endemic (MDA not delivered),305128,0,0,0,9,0,0,6,6,0,0,0,6,6,Not delivered,1,0,Endemic (MDA not delivered),Hypo-endemic,High prevalence (50% and above),Low prevalence (less than 10%),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Kasai-Central,24765,Dibaya,0,,Lubondaie,13987,ADM3,Lubondaie,13987,COD2476513987,2020,155570,29558,54450,71562,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,0,Endemic (MDA not delivered),Non-endemic,High prevalence (50% and above),Low prevalence (less than 10%),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Kasai-Central,24765,Dimbelenge,0,,Lubunga,13988,ADM3,Lubunga,13988,COD2476513988,2020,171427,32571,59999,78856,Endemic (MDA not delivered),171427,0,0,0,5,0,0,3,3,0,0,0,3,3,Not delivered,1,0,Endemic (MDA not delivered),Hyper-endemic,High prevalence (50% and above),Moderate prevalence (10%-49%),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Tshopo,24780,Kisangani,0,,Lubunga,14257,ADM3,Lubunga,14257,COD2478014257,2020,119873,22776,41956,55142,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,0,Endemic (MDA not delivered),Hyper-endemic,High prevalence (50% and above),Moderate prevalence (10%-49%),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Kasai,24764,Luebo,0,,Luebo,13989,ADM3,Luebo,13989,COD2476413989,2020,98825,18777,34589,45460,Endemic (MDA not delivered),98825,0,0,0,9,0,0,6,6,0,0,0,6,6,Not delivered,1,0,Endemic (MDA not delivered),Hypo-endemic,High prevalence (50% and above),Low prevalence (less than 10%),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Kasai-Central,24765,Luiza,0,,Luiza,13990,ADM3,Luiza,13990,COD2476513990,2020,207207,39369,72522,95315,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,0,Endemic (MDA not delivered),Non-endemic,Moderate prevalence (20%-49%),Non-endemic,MDA 1,ALB+IVM,MDA 1,
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Kasai-Central,24765,Kananga,0,,Lukonga,13991,ADM3,Lukonga,13991,COD2476513991,2020,331530,62991,116036,152504,Endemic (MDA not delivered),331530,0,0,0,9,0,0,6,6,0,0,0,6,6,Not delivered,1,0,Endemic (MDA not delivered),Hypo-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Ituri,24779,Mambasa,0,,Lolwa,13992,ADM3,Lolwa,13992,COD2477913992,2020,77706,14764,27197,35745,Endemic (MDA not delivered),77706,0,0,0,7,0,0,4,4,0,0,0,4,4,Not delivered,1,1,Endemic (MDA not delivered),Hyper-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Kasai-Central,24765,Kazumba,0,,Mikalayi,13993,ADM3,Mikalayi,13993,COD2476513993,2020,346593,65853,121308,159433,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,0,Endemic (MDA not delivered),Hypo-endemic,High prevalence (50% and above),Non-endemic,MDA 1 / T3,ALB+IVM / ALB-MBD,MDA 1,T3
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Kasai,24764,Ilebo,0,,Mikope,13994,ADM3,Mikope,13994,COD2476413994,2020,233463,44358,81712,107393,Endemic (MDA not delivered),233463,0,0,0,9,0,0,6,6,0,0,0,6,5,Not delivered,1,0,Endemic (MDA not delivered),Hypo-endemic,High prevalence (50% and above),Non-endemic,MDA 1 / T3,ALB+IVM / ALB-MBD,MDA 1,T3
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Kasai,24764,Mweka,0,,Mushenge,13995,ADM3,Mushenge,13995,COD2476413995,2020,202968,38564,71039,93365,Endemic (MDA not delivered),202968,0,0,0,9,0,0,6,6,0,0,0,6,6,Not delivered,1,0,Endemic (MDA not delivered),Hypo-endemic,High prevalence (50% and above),Non-endemic,MDA 1 / T3,ALB+IVM / ALB-MBD,MDA 1,T3
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Kasai-Central,24765,Luiza,0,,Masuika,13996,ADM3,Masuika,13996,COD2476513996,2020,249606,47425,87362,114819,Endemic (MDA not delivered),249606,0,0,0,9,0,0,6,6,0,0,0,6,6,Not delivered,1,0,Endemic (MDA not delivered),Non-endemic,High prevalence (50% and above),Non-endemic,MDA 1 / T3,ALB+IVM / ALB-MBD,MDA 1,T3
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Kasai,24764,Kamonia,0,,Mutena,13997,ADM3,Mutena,13997,COD2476413997,2020,336190,63876,117667,154647,Endemic (MDA not delivered),336190,0,0,0,9,0,0,6,6,0,0,0,6,6,Not delivered,1,0,Endemic (MDA not delivered),Hypo-endemic,Low prevalence (less than 20%),Non-endemic,MDA 3,IVM,MDA 3,
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Kasai-Central,24765,Demba,0,,Mutoto,13998,ADM3,Mutoto,13998,COD2476513998,2020,155973,29635,54591,71748,Endemic (MDA not delivered),155973,0,0,0,9,0,0,6,6,0,0,0,6,6,Not delivered,1,0,Endemic (MDA not delivered),Hypo-endemic,High prevalence (50% and above),Non-endemic,MDA 1 / T3,ALB+IVM / ALB-MBD,MDA 1,T3
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Kasai,24764,Mweka,0,,Mweka,13999,ADM3,Mweka,13999,COD2476413999,2020,255874,48616,89556,117702,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,0,Endemic (MDA not delivered),Hypo-endemic,Moderate prevalence (20%-49%),Non-endemic,MDA 1,ALB+IVM,MDA 1,
Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Kasai-Central,24765,Dimbelenge,0,,Muetshi,14000,ADM3,Muetshi,14000,COD2476514000,2020,138159,26250,48356,63553,Non-endemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0,0,Endemic (MDA not delivered),Hypo-endemic,High prevalence (50% and above),Low prevalence (less than 10%),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
